id,name,parent_id,pics,url_slug,tree_print,search_visible,child_count,index_hierarchy_data
600303,"Credit Card Issuing",6003,600303,credit-card-issuing,"Financial > Consumer Financial Services > Credit Card Issuing",Yes,0,"600::0::600::financial::Financial|6003::600::6003::consumer-financial-services::Consumer Financial Services|600303::6003::600303::credit-card-issuing::Credit Card Issuing"
600304,"Custodial & Trust Services",6003,600304,custodial-trust-services,"Financial > Consumer Financial Services > Custodial & Trust Services",Yes,0,"600::0::600::financial::Financial|6003::600::6003::consumer-financial-services::Consumer Financial Services|600304::6003::600304::custodial-trust-services::Custodial & Trust Services"
600305,"Money Center Banks",6003,600305,money-center-banks,"Financial > Consumer Financial Services > Money Center Banks",Yes,0,"600::0::600::financial::Financial|6003::600::6003::consumer-financial-services::Consumer Financial Services|600305::6003::600305::money-center-banks::Money Center Banks"
600306,"Online Banking",6003,600306,online-banking,"Financial > Consumer Financial Services > Online Banking",Yes,0,"600::0::600::financial::Financial|6003::600::6003::consumer-financial-services::Consumer Financial Services|600306::6003::600306::online-banking::Online Banking"
600307,"Pre-Paid Debit Accounts & Gift Cards",6003,600307,pre-paid-debit-accounts-gift-cards,"Financial > Consumer Financial Services > Pre-Paid Debit Accounts & Gift Cards",Yes,0,"600::0::600::financial::Financial|6003::600::6003::consumer-financial-services::Consumer Financial Services|600307::6003::600307::pre-paid-debit-accounts-gift-cards::Pre-Paid Debit Accounts & Gift Cards"
600308,"Private Banking",6003,600308,private-banking,"Financial > Consumer Financial Services > Private Banking",Yes,0,"600::0::600::financial::Financial|6003::600::6003::consumer-financial-services::Consumer Financial Services|600308::6003::600308::private-banking::Private Banking"
600309,"Crowdsourcing Content",6003,600309,crowdsourcing-content,"Financial > Consumer Financial Services > Crowdsourcing Content",Yes,0,"600::0::600::financial::Financial|6003::600::6003::consumer-financial-services::Consumer Financial Services|600309::6003::600309::crowdsourcing-content::Crowdsourcing Content"
600310,"Crowdsourcing Solutions",6003,600310,crowdsourcing-solutions,"Financial > Consumer Financial Services > Crowdsourcing Solutions",Yes,0,"600::0::600::financial::Financial|6003::600::6003::consumer-financial-services::Consumer Financial Services|600310::6003::600310::crowdsourcing-solutions::Crowdsourcing Solutions"
600311,"Crowdsourcing Information Provider",6003,600311,crowdsourcing-information-provider,"Financial > Consumer Financial Services > Crowdsourcing Information Provider",Yes,0,"600::0::600::financial::Financial|6003::600::6003::consumer-financial-services::Consumer Financial Services|600311::6003::600311::crowdsourcing-information-provider::Crowdsourcing Information Provider"
600312,"MicroFinance Services",6003,600312,microfinance-services,"Financial > Consumer Financial Services > MicroFinance Services",Yes,0,"600::0::600::financial::Financial|6003::600::6003::consumer-financial-services::Consumer Financial Services|600312::6003::600312::microfinance-services::MicroFinance Services"
600313,"Pawn Brokers",6003,600313,pawn-brokers,"Financial > Consumer Financial Services > Pawn Brokers",Yes,0,"600::0::600::financial::Financial|6003::600::6003::consumer-financial-services::Consumer Financial Services|600313::6003::600313::pawn-brokers::Pawn Brokers"
600399,"Other Consumer Financial Services",6003,600399,other-consumer-financial-services,"Financial > Consumer Financial Services > Other Consumer Financial Services",No,0,"600::0::600::financial::Financial|6003::600::6003::consumer-financial-services::Consumer Financial Services|600399::6003::600399::other-consumer-financial-services::Other Consumer Financial Services"
600401,"Accident & Health Insurance",6004,600401,accident-health-insurance,"Financial > Insurance > Accident & Health Insurance",Yes,0,"600::0::600::financial::Financial|6004::600::6004::insurance::Insurance|600401::6004::600401::accident-health-insurance::Accident & Health Insurance"
600402,"Auto & Other Vehicle Insurance",6004,600402,auto-other-vehicle-insurance,"Financial > Insurance > Auto & Other Vehicle Insurance",Yes,0,"600::0::600::financial::Financial|6004::600::6004::insurance::Insurance|600402::6004::600402::auto-other-vehicle-insurance::Auto & Other Vehicle Insurance"
600403,"Business & Corporate Insurance",6004,600403,business-corporate-insurance,"Financial > Insurance > Business & Corporate Insurance",Yes,0,"600::0::600::financial::Financial|6004::600::6004::insurance::Insurance|600403::6004::600403::business-corporate-insurance::Business & Corporate Insurance"
600404,"Dental Insurance",6004,600404,dental-insurance,"Financial > Insurance > Dental Insurance",Yes,0,"600::0::600::financial::Financial|6004::600::6004::insurance::Insurance|600404::6004::600404::dental-insurance::Dental Insurance"
600405,"Farm Insurance",6004,600405,farm-insurance,"Financial > Insurance > Farm Insurance",Yes,0,"600::0::600::financial::Financial|6004::600::6004::insurance::Insurance|600405::6004::600405::farm-insurance::Farm Insurance"
600406,"Health Maintenance Organizations (Hmos)",6004,600406,health-maintenance-organizations-hmos,"Financial > Insurance > Health Maintenance Organizations (Hmos)",Yes,0,"600::0::600::financial::Financial|6004::600::6004::insurance::Insurance|600406::6004::600406::health-maintenance-organizations-hmos::Health Maintenance Organizations (Hmos)"
600407,"Insurance Brokers",6004,600407,insurance-brokers,"Financial > Insurance > Insurance Brokers",Yes,0,"600::0::600::financial::Financial|6004::600::6004::insurance::Insurance|600407::6004::600407::insurance-brokers::Insurance Brokers"
600408,"Life Insurance",6004,600408,life-insurance,"Financial > Insurance > Life Insurance",Yes,0,"600::0::600::financial::Financial|6004::600::6004::insurance::Insurance|600408::6004::600408::life-insurance::Life Insurance"
600409,"Online Insurance",6004,600409,online-insurance,"Financial > Insurance > Online Insurance",Yes,0,"600::0::600::financial::Financial|6004::600::6004::insurance::Insurance|600409::6004::600409::online-insurance::Online Insurance"
600410,"Pet Insurance",6004,600410,pet-insurance,"Financial > Insurance > Pet Insurance",Yes,0,"600::0::600::financial::Financial|6004::600::6004::insurance::Insurance|600410::6004::600410::pet-insurance::Pet Insurance"
600411,"Property & Casualty Insurance",6004,600411,property-casualty-insurance,"Financial > Insurance > Property & Casualty Insurance",Yes,0,"600::0::600::financial::Financial|6004::600::6004::insurance::Insurance|600411::6004::600411::property-casualty-insurance::Property & Casualty Insurance"
600412,Reinsurance,6004,600412,reinsurance,"Financial > Insurance > Reinsurance",Yes,0,600::0::600::financial::Financial|6004::600::6004::insurance::Insurance|600412::6004::600412::reinsurance::Reinsurance
600413,"Surety & Title Insurance",6004,600413,surety-title-insurance,"Financial > Insurance > Surety & Title Insurance",Yes,0,"600::0::600::financial::Financial|6004::600::6004::insurance::Insurance|600413::6004::600413::surety-title-insurance::Surety & Title Insurance"
600414,"Insurance Claims Adjusters",6004,600414,insurance-claims-adjusters,"Financial > Insurance > Insurance Claims Adjusters",Yes,0,"600::0::600::financial::Financial|6004::600::6004::insurance::Insurance|600414::6004::600414::insurance-claims-adjusters::Insurance Claims Adjusters"
600499,"Other Insurance",6004,600499,other-insurance,"Financial > Insurance > Other Insurance",No,0,"600::0::600::financial::Financial|6004::600::6004::insurance::Insurance|600499::6004::600499::other-insurance::Other Insurance"
600501,"Private Equity Firms",6005,600501,private-equity-firms,"Financial > Investment Management > Private Equity Firms",Yes,0,"600::0::600::financial::Financial|6005::600::6005::investment-management::Investment Management|600501::6005::600501::private-equity-firms::Private Equity Firms"
600502,"Shareholder/Investor Services",6005,600502,shareholder-investor-services,"Financial > Investment Management > Shareholder/Investor Services",Yes,0,"600::0::600::financial::Financial|6005::600::6005::investment-management::Investment Management|600502::6005::600502::shareholder-investor-services::Shareholder/Investor Services"
600503,"Venture Capital Firms",6005,600503,venture-capital-firms,"Financial > Investment Management > Venture Capital Firms",Yes,0,"600::0::600::financial::Financial|6005::600::6005::investment-management::Investment Management|600503::6005::600503::venture-capital-firms::Venture Capital Firms"
600599,"Other Investment Management",6005,600599,other-investment-management,"Financial > Investment Management > Other Investment Management",No,0,"600::0::600::financial::Financial|6005::600::6005::investment-management::Investment Management|600599::6005::600599::other-investment-management::Other Investment Management"
600601,"Commercial Lending",6006,600601,commercial-lending,"Financial > Lending > Commercial Lending",Yes,0,"600::0::600::financial::Financial|6006::600::6006::lending::Lending|600601::6006::600601::commercial-lending::Commercial Lending"
600602,"Consumer Lending",6006,600602,consumer-lending,"Financial > Lending > Consumer Lending",Yes,0,"600::0::600::financial::Financial|6006::600::6006::lending::Lending|600602::6006::600602::consumer-lending::Consumer Lending"
600603,"Mortgage Banking",6006,600603,mortgage-banking,"Financial > Lending > Mortgage Banking",Yes,0,"600::0::600::financial::Financial|6006::600::6006::lending::Lending|600603::6006::600603::mortgage-banking::Mortgage Banking"
600604,"Personal Lending",6006,600604,personal-lending,"Financial > Lending > Personal Lending",Yes,0,"600::0::600::financial::Financial|6006::600::6006::lending::Lending|600604::6006::600604::personal-lending::Personal Lending"
600605,"Payday Lenders",6006,600605,payday-lenders,"Financial > Lending > Payday Lenders",Yes,0,"600::0::600::financial::Financial|6006::600::6006::lending::Lending|600605::6006::600605::payday-lenders::Payday Lenders"
600699,"Other Lending",6006,600699,other-lending,"Financial > Lending > Other Lending",No,0,"600::0::600::financial::Financial|6006::600::6006::lending::Lending|600699::6006::600699::other-lending::Other Lending"
600701,"Equity & Fixed Income Traders",6007,600701,equity-fixed-income-traders,"Financial > Trading & Brokerage > Equity & Fixed Income Traders",Yes,0,"600::0::600::financial::Financial|6007::600::6007::trading-brokerage::Trading & Brokerage|600701::6007::600701::equity-fixed-income-traders::Equity & Fixed Income Traders"
600702,"Futures, Commodities, & Currency Traders",6007,600702,futures-commodities-currency-traders,"Financial > Trading & Brokerage > Futures, Commodities, & Currency Traders",Yes,0,"600::0::600::financial::Financial|6007::600::6007::trading-brokerage::Trading & Brokerage|600702::6007::600702::futures-commodities-currency-traders::Futures, Commodities, & Currency Traders"
600703,"Institutional Brokerages",6007,600703,institutional-brokerages,"Financial > Trading & Brokerage > Institutional Brokerages",Yes,0,"600::0::600::financial::Financial|6007::600::6007::trading-brokerage::Trading & Brokerage|600703::6007::600703::institutional-brokerages::Institutional Brokerages"
600704,"Loan Brokerages",6007,600704,loan-brokerages,"Financial > Trading & Brokerage > Loan Brokerages",Yes,0,"600::0::600::financial::Financial|6007::600::6007::trading-brokerage::Trading & Brokerage|600704::6007::600704::loan-brokerages::Loan Brokerages"
600705,"Retail Brokerages",6007,600705,retail-brokerages,"Financial > Trading & Brokerage > Retail Brokerages",Yes,0,"600::0::600::financial::Financial|6007::600::6007::trading-brokerage::Trading & Brokerage|600705::6007::600705::retail-brokerages::Retail Brokerages"
600706,"Transaction Processing & Clearinghouses",6007,600706,transaction-processing-clearinghouses,"Financial > Trading & Brokerage > Transaction Processing & Clearinghouses",Yes,0,"600::0::600::financial::Financial|6007::600::6007::trading-brokerage::Trading & Brokerage|600706::6007::600706::transaction-processing-clearinghouses::Transaction Processing & Clearinghouses"
